lat,lng,name,address,city,operator_type,amenity,geometry,altitude,coordinates,osm_id,osm_type,completeness,is_in_health_zone,speciality,operator,water_source,changeset_id,insurance,staff_doctors,contact_number,uuid,electricity,opening_hours,operational_status,source,is_in_health_area,health_amenity_type,changeset_version,emergency,changeset_timestamp,addr_housenumber,addr_postcode,staff_nurses,changeset_user,wheelchair,beds,url,dispensing,healthcare
14.6321942,120.9800986,Mercury Drug,,Manila,,pharmacy,Point,,,1415897681,node,12,,,,,18343271,,,,4b41959df46045889b56dfcf312fbefe,,,,,,,2,,2013-10-14T04:53:26,,,,Rally,,,,,
14.07272722,121.3243928,Mary Joy Pharmacy,Apolinario Mabini,San Pablo,,pharmacy,Point,,,4346733939,node,21,,,,,79874907,,,,64bb0a8a10a2465caa47a31d6afde617,,,,,,,4,,2020-01-21T19:43:47,,4000,,maxolasersquad,,,,,pharmacy
6.931038189,122.0691313,Sta. Maria Health Center,,,,clinic,Point,,,6209745942,node,9,,,,,66324134,,,,90fac88bb19d4409aec604ffd7257a40,,,,,,,1,,2019-01-15T07:47:39,,,,mapbeks,,,,,
14.63526675,121.0944256,,,,,clinic,Point,,,2661562739,node,6,,,,,20451372,,,,6ceb7e9f66014fe99ef7b8c650837c6d,,,,,,,1,,2014-02-08T18:00:18,,,,Chitetskoy,,,,,
14.91365616,120.8841745,Botika,,,,pharmacy,Point,,,4717642490,node,9,,,,,46587289,,,,af680a60ea474f1e80fac3ad919a3dda,,,,,,,1,,2017-03-05T04:31:24,,,,RuelMUrbano,,,,,
,,Medicus Cancer Institute,,,,clinic,Polygon,,"122.54838258637557,10.70920417853577,122.549104771153,10.709486983948864,122.5493009915063,10.709188839652967,122.54859213395491,10.708855742820845,122.54838258637557,10.70920417853577",373893869,way,9,,,,,64289338,,,,6ca2bc29f3f3419fb25d80b18279eb26,,,,,,,3,,2018-11-08T11:30:52,,,,GOwin,,,,,
17.09006937,120.9769447,TGP,Bontoc - Tabuk Road,Poblacion,,pharmacy,Point,,,2777362580,node,28,,,,,63294186,,,,c5bc412f96ca4f6f9b5df4a85a439a3c,,08:00-19:00,,,,,5,,2018-10-08T03:04:46,Room 203,2616,,GOwin,,,,,pharmacy
10.35137646,125.2512079,Biena's Pharmacy,,,,pharmacy,Point,,,6094206414,node,15,,,,,64918083,,,,5c48d2cb4a1c44dfba7468a300e7aae4,,,,,,,1,,2018-11-27T02:01:14,,,,antonggyox,,,,yes,pharmacy
14.62903422,121.0712125,Doc Cobico-Valones Dental Clinic,,,,clinic,Point,,,4221132590,node,9,,,,,39727814,,,,d5b5de29d89b4589a674aec6ea4f6f0c,,,,,,,1,,2016-06-02T08:00:56,,,,Mangpus,,,,,
9.645827075,123.8713695,Dampas Barangy Health Center,Ramon Enerio St.,,,clinic,Point,,,678982992,node,15,,,,,32745640,,,,41372b3d681d412a9c0718865627abd5,,,,arivac,,,2,,2015-07-20T04:35:51,,,,maning,,,,,
6.135846532,125.1820293,Brigada Mass Media Corporation,NLSA Road,,,clinic,Point,,,5203438825,node,21,,,Brigada Group of Companies,,68245326,,,,1446c304101b4c299ce1c4ca52ca0da2,,Mo-Su 08:00-05:00,,,,,2,,2019-03-18T03:25:00,,9500,,b-jazz-bot,,,,,
16.41270967,120.5785347,Children's Clinic,Asin Road,,,clinic,Point,,,5179286221,node,12,,,,,78997358,,,,8a38252761424742b78d7ae52ecdd4d5,,,,,,,2,,2019-12-30T03:54:19,,,,VMPanes,,,,,
15.33511292,120.5911364,Fabros Medical Multispecialty Clinic,Mac Arthur HWY,,,clinic,Point,,,5365211225,node,15,,,,,55793599,,,,ccef55fc34d044d38dd56ecf233767b1,,,,,,,1,,2018-01-27T04:38:41,,2315,,Jccpstlph,,,,,
,,PNP Hospital,Pedro Tuazon,Quezon City,,hospital,Polygon,,"121.05170224436193,14.615323440393126,121.05171423048347,14.61543952975208,121.05189351939237,14.615422263031547,121.05208873391729,14.61540331993038,121.05207674779575,14.615287146752394,121.05170224436193,14.615323440393126",198734678,way,15,,,,,14463247,,,,dc39bdb8af2647dfb023296832ba4459,,,,,,,1,,2012-12-30T12:50:36,,,,ianlopez1115,,,,,
9.251207661,124.7158117,TGP,,,,pharmacy,Point,,,4530913400,node,12,,,,,63294186,,,,577f847670d749ab9cf7bc28abd75658,,,,,,,2,,2018-10-08T03:04:56,,,,GOwin,,,,,pharmacy
11.24478617,125.0025514,Southstar Drug,,,,pharmacy,Point,,,3507342896,node,9,,,,,30944517,,,,cdbec72b717c4dcbacd2689b7df3899e,,,,,,,1,,2015-05-09T18:11:09,,,,Abraham Cera,,,,,
,,Asuncion MHC,,,,hospital,Polygon,,"125.75508206836508,7.539049626744713,125.75511274613069,7.539131937033858,125.75516027152173,7.539114586494293,125.75518809944026,7.539188347242231,125.75526915244393,7.539158423847908,125.75524149216346,7.539084746919002,125.75529572307698,7.5390648818084856,125.75526504531138,7.538982571519313,125.75508206836508,7.539049626744713",289138984,way,12,,,,,47620895,,,,f1789d3c3ed84a09bf118e929bfa4bc0,,,,,,,2,no,2017-04-10T12:21:12,,,,GOwin,,,,,
14.4240464,120.9497848,RCCA Pharmacy,Mambog-Bayanan Road,,,pharmacy,Point,,,1202984178,node,12,,,,,79074383,,,,f71286dd3c2e470786640d4c2b53a122,,,,,,,4,,2020-01-01T06:31:51,,,,GOwin,,,,,
14.57631574,120.981704,RBG Medical and Dental Clinic,,,,clinic,Point,,,7091103789,node,12,,,,,78958026,,,,0565d965a905437685be3daa572b721f,,,,,,,1,,2019-12-28T18:05:49,,,,GrabPHMikko,,,,,clinic
16.04290329,120.7965836,,,,,pharmacy,Point,,,2110555042,node,6,,,,,57556381,,,,6a1e394f842442a787505f21d6387406,,,,,,,4,,2018-03-27T06:52:29,,,,GOwin,,,,,
10.71574315,122.5376101,Citidrug,,,,pharmacy,Point,,,4493561595,node,9,,,,,43549686,,,,9d7f57d7a134446abf5ae5cea98b2351,,,,,,,1,,2016-11-11T03:16:01,,,,Mcarian,,,,,
,,Garcia General Hospital,,,,hospital,Polygon,,"123.60179905482687,13.1886764977842,123.60199435317077,13.188889565762878,123.60217364207966,13.18873366236383,123.60197834373571,13.188520678204213,123.60179905482687,13.1886764977842",163101154,way,12,,,,,11569017,,,,6b6484a9555749b7a02bbce57684f604,,,,,,,1,yes,2012-05-11T15:30:09,,,,DY3JDR,,,,,
7.794965559,123.7190222,Sultan Naga Dimaporo RHU,,,,clinic,Point,,,6560249193,node,9,,,,,71438256,,,,a117ca5f85184594892ebf698fa13da5,,,,,,,1,,2019-06-20T10:33:05,,,,RenAshbell,,,,,
7.844403365,123.4303586,Botika ng Zamboanga Del Sur,dao rd,,,pharmacy,Point,,,4375194890,node,12,,,,,41794391,,,,9dffe0d61553415da778bbbe977c330c,,,,,,,1,,2016-08-30T06:58:55,,,,dennislyn,,,,,
11.1544922,123.8043565,Batirzal Dental Clinic,,,,dentist,Point,,,2339113331,node,9,,,,,66158314,,,,1a6579b443d1478498ea44dbd33f0bc0,,,,,,,3,,2019-01-09T11:21:46,,,,GOwin,,,,,
,,Health Center,,,,clinic,Polygon,,"120.65296304045728,15.069029488929061,120.65305859415349,15.069114397608189,120.6531426646423,15.069019849740386,120.65304702712712,15.068934941061258,120.65296304045728,15.069029488929061",70534448,way,9,,,,,55569745,,,,891bf4fcc0f141ebb5510d12911b6158,,,,,,,2,,2018-01-19T06:47:24,,,,GOwin,,,,,
14.27135344,121.0702091,Santos David Dental Clinic,,,,clinic,Point,,,7223768379,node,12,,,,,81193778,,,,39fe197d442d4a89b60227a3d9daa4bc,,,,,,,1,,2020-02-19T01:24:05,,,,MAPagmahal,,,,,clinic
10.13205114,124.8398792,Hiezel,,,,pharmacy,Point,,,4739199797,node,9,,,,,46916945,,,,65f65cdf850740089a8e23d26441bfc7,,,,,,,1,,2017-03-17T04:50:08,,,,PeZa,,,,,
14.59462852,121.0274484,TGP,,,,pharmacy,Point,,,4186721090,node,12,,,,,63294186,,,,e17798c5f3384d549675f0e5ad57124b,,,,,,,2,,2018-10-08T03:04:53,,,,GOwin,,,,,pharmacy
14.66020987,121.0709478,,,,,,Point,,,7328644086,node,6,,,,,82612433,,,,43cb4eb2c8124a05ababb7822d5a38fc,,,,,,,1,,2020-03-25T12:56:29,,,,geoleighyers,,,,,laboratory
14.54326648,121.0105381,Bea Pharmacy,,,,pharmacy,Point,,,7089445033,node,9,,,,,78936276,,,,666bb8d7e20a4bf7b853f9769527de1e,,,,,,,1,,2019-12-27T17:35:42,,,,Rally,,,,,
,,OWWA-MOPH Hospital,,Alubijid,,hospital,Polygon,,"124.4666996477452,8.571554420244496,124.46672915204437,8.571602280911634,124.4668929344324,8.571457525443833,124.46684197246105,8.571407150205744,124.4666996477452,8.571554420244496",449768096,way,18,,,,,83000036,,,,f29a2b81c93f49bda7e75358e4675f30,,,,,,,2,,2020-04-02T21:07:30,,9018,,Natasha Han,,,,,hospital
10.24485295,123.8397345,Brgy. Dumlog Health Center,,,,clinic,Point,,,4633997765,node,12,,,DILG,,45503775,,,,3b81ad3f535e4714982f5e2523b5149e,,,,,,,2,,2017-01-26T08:20:27,,,,eli bryn,,,,,
,,Former Bukidnon Provincial Hospital,,,,hospital,Polygon,,"125.13220817521068,8.15442314148234,125.13299934305127,8.154912476989608,125.13322816900791,8.154549875858322,125.13311383984859,8.154479132595554,125.13295986428727,8.154723129796935,125.13228302560606,8.154304537552434,125.13220817521068,8.15442314148234",180644743,way,12,,,,,20153015,,,,d09958ab41954bfd86436991e3cf4793,,,,VForce3,,,2,,2014-01-23T02:26:46,,,,A William Evangelista,,,,,
,,Tanauan Birthing Center,,,,hospital,Polygon,,"125.01679548730073,11.109964175476534,125.01684477289137,11.110085042520296,125.01693412397924,11.110060818820102,125.01689104099688,11.109933832987025,125.01679548730073,11.109964175476534",340268508,way,9,,,,,30451564,,,,9a54cf4c7a894c8289068d1066c3c302,,,,,,,1,,2015-04-24T11:17:08,,,,gerwynenerlan,,,,,
10.82272574,122.6109457,Hormel pharmacy,,,,pharmacy,Point,,,4728758417,node,9,,,,,46755569,,,,21d965daacbd44cebeedd150e6fc1edb,,,,,,,1,,2017-03-11T06:16:30,,,,Mcarian,,,,,
,,Mt. Carmel Hospital,MacArthur Highway,,,hospital,Polygon,,"120.93307945517455,14.784299842343131,120.93344465469585,14.784472928643652,120.93349352119134,14.784388941973873,120.93343224947915,14.784354157075683,120.93343979319201,14.784340578392545,120.9332834706978,14.784247371629277,120.9333903399633,14.784100017771465,120.9332797826604,14.784024748280984,120.93307945517455,14.784299842343131",312529814,way,18,,,,,59406310,,,,123bd34a5d174dc7a4ad3077d0b23b7f,,Mo-Sa 08:00-17:00,,,,,2,,2018-05-30T18:13:27,,3018,,Mike Shinoda,,,,,
11.24186432,125.0005939,"Tooth Worxx - Dr. Mark Jerome Pepinas-Alberca, DMD",Avenida Veteranos Street,,,dentist,Point,,,5743386521,node,21,,,,,66392794,,,,1b32d613db4443249529c533278670a7,,Mo-Sa 09:00-17:00,,,,,3,,2019-01-17T11:41:51,3B - Aquitania,6500,,GOwin,,,,,
,,Bayawan City District Hospital,,,,hospital,Polygon,,"122.80338036511955,9.367979641920044,122.80403582994774,9.36880576229683,122.80459607635584,9.368426481178233,122.8038585526956,9.367568928664554,122.80338036511955,9.367979641920044",284493990,way,9,,,,,22569481,,,,79990d828efe4d65b3e3174db9e4c984,,,,,,,1,,2014-05-26T19:15:12,,,,Gero,,,,,
14.29147093,120.9085591,South Star Drug,Governor's Drive,General Trias,,pharmacy,Point,,,2367307295,node,28,,,,,57411776,,,,6227e57eb149459aa9e79e5ad7907b5a,,,,Schadow1 Expeditions,,,4,,2018-03-22T07:34:35,,4107,,DearPaulPH,yes,,,no,
14.58416036,121.0171064,Farmacia Sicaba,New Panaderos,Manila,,pharmacy,Point,,,1474193689,node,25,,,,,37937682,,,,8756193715624e5da5d2df70e63f93db,,24-Jul,,,,,4,,2016-03-19T12:29:33,,1009,,ianlopez1115,,,,yes,
12.49801497,124.640321,Dental Clinic,,,,dentist,Point,,,4819547862,node,12,,,,,55139718,,,,1d3fde89ae5446199c0b947fde0c4e60,,,,,,,2,,2018-01-03T20:58:15,,,,thetornado76,,,,,dentist
11.01088262,124.6094382,TGP,,,,pharmacy,Point,,,1189412527,node,15,,,,,63294186,,,,9cf55f18510e46b9914c8bf73a83e20c,,,,,,,2,,2018-10-08T03:04:36,,,,GOwin,,,,no,pharmacy
,,Jesus of Nazareth Hospital,,,,hospital,Polygon,,"121.07659892753918,13.759112869408966,121.07671954312588,13.759155617115141,121.07665349372883,13.760234619510669,121.0770749358204,13.760247527641553,121.07713847064645,13.759148492497445,121.0768874326464,13.759004659038993,121.07692758196265,13.758880439233963,121.07673639075125,13.758816150036608,121.07659892753918,13.759112869408966",352486844,way,9,,,,,67366301,,,,d4fcc4fd85654c9eb0f406bfab379558,,,,,,,3,,2019-02-19T20:18:59,,,,Rally,,,,,
7.901437187,123.7702724,Delbert Jon's Polyclinic,,,,hospital,Point,,,4132639812,node,9,,,,,38689883,,,,40a05554e9f64c75a60d5059ef5968c9,,,,,,,1,,2016-04-19T09:38:32,,,,Rino Domingo,,,,,
,,Ares Dental Clinic,,,,dentist,Polygon,,"121.03042645953661,14.59115522842069,121.03044724665648,14.591196551203325,121.03053508900172,14.59115522842069,121.03051421806282,14.591113821818993,121.03042645953661,14.59115522842069",637570869,way,9,,,,,63838585,,,,5ff24521ee3e433398da1ca7a19bb25f,,,,,,,1,,2018-10-24T16:12:13,,,,tinatamads,,,,,
13.47410126,121.8608649,Mogpog Health Center,,,,clinic,Point,,,1769481730,node,9,,,,,80718261,,,,cbe1d018754541668cb4256ed6f01b5d,,,,,,,4,,2020-02-08T09:29:20,,,,TagaSanPedroAko,,,,,
17.48643675,120.4343592,municipal health unit,,,,hospital,Point,,,4491634393,node,9,,,,,43524471,,,,6be0f9e903b44a16925bb713747e9cea,,,,,,,1,,2016-11-10T04:28:46,,,,jpbragado,,,,,
,,,,,,pharmacy,Polygon,,"121.10790474915905,14.54293925242439,121.10792327316506,14.543025586027085,121.1080053319971,14.543009073677837,121.10798689181013,14.542922740075142,121.10790474915905,14.54293925242439",347976416,way,12,,,,,77548965,,,,9703a9e14e884e449dbef34a0196940d,,,,,,,3,,2019-11-26T02:19:18,,,,Nopey,,,,yes,pharmacy
14.60369799,120.9880907,FJO - TMJ Esthetics Dental Clinic,R. Papa,Manila,,dentist,Point,,,3601536664,node,15,,,,,32041256,,,,a1d734b7899c447688dd28fce443d59f,,,,,,,1,,2015-06-18T01:42:26,,,,JCTDR,,,,,
10.38914347,123.9803243,TGP,,,,pharmacy,Point,,,5490029622,node,12,,,,,63294186,,,,d3bf3b2902f84addbc225fffb3b505a5,,,,,,,3,,2018-10-08T03:05:01,,,,GOwin,,,,,pharmacy
14.54633577,120.9941129,Mercury Drug,F.B. Harrison,Pasay,,pharmacy,Point,,,1915894692,node,15,,,,,30828026,,,,7a6ba6afc8ef4aae94bae9b39e8fc36e,,,,,,,3,,2015-05-06T02:04:26,,,,seav,,,,,
12.49934794,124.63773,Botica Catarman,,,,pharmacy,Point,,,4819536061,node,9,,,,,62301097,,,,647e3bda003d47f9b14aeaca4899a117,,,,,,,2,,2018-09-05T07:14:57,,,,GOwin,,,,,
8.152740139,125.1261368,City Health Office,,,,clinic,Point,,,5162905621,node,9,,,,,52857395,,,,7195b2676cae4154b5ea93aafbc1399f,,,,,,,1,,2017-10-12T11:48:40,,,,sanzgio,,,,,
10.66127403,122.3217668,Guimbal Rural Health Unit,,,,doctors,Point,,,5576020622,node,9,,,,,58372337,,,,7a99956d0ef5438cb08206eae680526d,,,,,,,2,,2018-04-24T12:22:04,,,,Rick Custodio,,,,,
17.65660464,121.7473457,Cagayan Valley Medical Center,,,,hospital,Point,,,1652807085,node,9,,,,,10827103,,,,c125124329de452d94524286fa1e8e1c,,,,,,,1,,2012-02-29T13:44:39,,,,DY3JDR,,,,,
,,Langub Health Center,,,,clinic,Polygon,,"125.56281981738971,7.105669525766501,125.5628664207714,7.105706070864329,125.56292148987524,7.105636836344132,125.5628748864936,7.105600375065308,125.56281981738971,7.105669525766501",506150834,way,9,,,,,50143936,,,,156b3dbb6d1d474c9a0a25db84bd206d,,,,,,,1,,2017-07-09T04:39:24,,,,GOwin,,,,,
14.65106706,121.1046418,Mercury Drugstore,Bayan-Bayanan Avenue,Marikina,,pharmacy,Point,,,795819901,node,18,,,,,82611342,,,,9838afbdae3f4389b34331965f2c4496,,,,,,,5,,2020-03-25T12:46:56,,,,feyeandal,,,,,pharmacy
,,Cainglet Medical Hospital,,,,hospital,Polygon,,"125.6867704795103,7.314223262845076,125.6868415580492,7.314385536490505,125.68724036900221,7.314213456018365,125.68718697627901,7.314091666965254,125.68703476091736,7.314157381086119,125.68701699128263,7.3141168964938,125.6867704795103,7.314223262845076",175209666,way,9,,,,,64424897,,,,9ea6a8c0c0cc4be5a3b73465312fcf94,,,,,,,2,,2018-11-13T00:16:49,,,,EcFer,,,,,
,,Mercury Drug,Tirona Highway,Kawit,,pharmacy,Polygon,,"120.92333582801149,14.450083690877875,120.9233728760235,14.45009467117103,120.92336197954938,14.450150159370054,120.92350522627464,14.450195673104275,120.92354612996212,14.45001797675701,120.92335376528428,14.449980342011742,120.92333582801149,14.450083690877875",180153511,way,18,,,,,18372734,,,,9534b702062548c58ea8d7c4195166dd,,,,,,,3,,2013-10-15T18:55:44,,4104,,pnorman_mechanical,,,,,
14.65635445,120.9856143,Benin Drug Store,,,,pharmacy,Point,,,3601560830,node,12,,,,,78978165,,,,8cd2ab8054ec4b7c837c662ff58606cc,,,,,,,3,,2019-12-29T13:08:36,,,,angys,,,,,pharmacy
14.06320354,121.2462065,Abrigo-Marabe Dental Clinic,Marcelo H. del Pilar Avenue,Alaminos,,dentist,Point,,,6956136329,node,18,,,,,76780362,,,,9942fade135a4b5387a114e2e99bb491,,,,,,,1,,2019-11-07T23:10:42,,4001,,ianlopez1115,,,,,
14.53393969,120.9859114,Dentacare,Sunrise Drive,Pasay,,dentist,Point,,,3626486490,node,18,,,,,32770373,,,,8b59e19e33c64a29bf70ffc42fb8df38,,,,,,,2,,2015-07-21T08:19:40,,1300,,schadow1,,,,,
10.94883709,122.6352421,RN phar,,,,pharmacy,Point,,,4543995433,node,9,,,,,46755569,,,,918b01f6f8c74757b4a2bbe78f52b490,,,,,,,2,,2017-03-11T06:07:52,,,,Mcarian,,,,,
16.61480423,120.3156801,La Union Medical Diag Ctr & Hospital LUMED,Ancheta,San Fernando City,,hospital,Point,,,920422624,node,21,,,,,81636147,,,,a64d670acd054527a4112f73a8cc8742,,,,,,,4,,2020-03-01T06:20:47,,2500,,mapbeks,,,,,hospital
14.57206444,121.0441805,st mary frances of the five wounds,,,,hospital,Point,,,7152967785,node,9,,,,,79949883,,,,01e91df94bd840b38903563e44a862c8,,,,,,,1,,2020-01-23T04:43:59,,,,RichardCeccino,,,,,
,,Mercury Drug,A. Bonifacio Avenue,Cainta,,pharmacy,Polygon,,"121.11692761646822,14.576867017175942,121.11703733558079,14.576925439041077,121.1170732939454,14.576944549780308,121.11714135499915,14.57682485620299,121.11699576134106,14.576747239779593,121.11692761646822,14.576867017175942",384339550,way,18,,,,,57102204,,,,ac832b81c70a497db2ecc844983ae666,,,,,,,5,,2018-03-12T07:55:01,,1900,,jasrra,,,,,
10.82014856,122.7121893,Farmacia dos,,,,pharmacy,Point,,,4728788204,node,9,,,,,46755569,,,,7c69484db5b348a4bcffa5b97c0a4426,,,,,,,1,,2017-03-11T07:05:58,,,,Mcarian,,,,,
10.13063174,124.3183926,Garcia Memorial Provincial Hospital,,,,hospital,Point,,,4446444091,node,9,,,,,42877796,,,,4658be6feb074e5e8065960f2ac6d881,,,,,,,1,,2016-10-13T18:30:52,,,,John Liquit,,,,,
16.95052879,121.1256342,Cambulo Baranggay Health Care Center,,,,hospital,Point,,,1278933551,node,9,,,,,8098757,,,,1c11da401a794e2a9cf7fd98990a8c19,,,,,,,1,,2011-05-10T04:50:28,,,,remzamora,,,,,
,,Santa Cruz Polymedic Hospital,Manila East Road,Santa Cruz,,hospital,Polygon,,"121.41970752390023,14.267996148345816,121.42005788745291,14.268178035644667,121.42010616721518,14.267918196646292,121.42010901706226,14.26774209286063,121.41985219554903,14.267759443400195,121.41981548281314,14.267841166956117,121.41970752390023,14.267996148345816",116669856,way,18,,,,,32493624,,,,29d59904401a4e3da04c437dfda6c1fc,,,,,,,6,,2015-07-08T12:00:09,,4009,,ianlopez1115,,,,,
